,CatalogNumber,Item Name,CAS Number,Plate Location,Rack Number,M.w.,Solvent ,Formula,SMILES,Solubility,Form,Pathway,Target,Information,URL,SMILES_check
2078,C7044,6-Methoxy-2-naphthoic acid,2471-70-7,F02,L1021-24,202.21,DMSO,C12H10O3,O=C(O)C1=CC=C2C=C(C=CC2=C1)OC,≥39.7 mg/mL in DMSO; ≥9.67 mg/mL in EtOH with ultrasonic; insoluble in H2O,,Neuronal Signaling,NMDAR,NMDA receptor modulator,https://www.apexbt.com/search.php?catalog=C7044,1
2079,C7045,Apronal,528-92-7,F03,L1021-24,184.24,DMSO,C9H16N2O2,C=CCC(C(NC(N)=O)=O)C(C)C,≥32.3 mg/mL in DMSO; ≥6.28 mg/mL in EtOH with ultrasonic; insoluble in H2O,,Others,Others,Hypnotic or sedative,https://www.apexbt.com/search.php?catalog=C7045,1
2080,C7047,Oxyclozanide,2277-92-1,F04,L1021-24,401.46,DMSO,C13H6Cl5NO3,O=C(C1=C(O)C(Cl)=CC(Cl)=C1Cl)NC2=CC(Cl)=CC(Cl)=C2O,≥68.5 mg/mL in DMSO; ≥20.53 mg/mL in EtOH with ultrasonic; insoluble in H2O,,Microbiology,Anti-infection,veterinary dewormers,https://www.apexbt.com/search.php?catalog=C7047,1
2081,C7048,Phenazine methosulfate,299-11-6,F05,L1021-24,306.34,DMSO,C14H14N2O4S,C[N+]1=C(C=CC=C2)C2=NC3=C1C=CC=C3.O=S(OC)([O-])=O,≥52.4 mg/mL in DMSO; ≥18.43 mg/mL in EtOH with ultrasonic; ≥50 mg/mL in H2O,,Others,Others,free radical generating agent,https://www.apexbt.com/search.php?catalog=C7048,1
2082,C7049,Pempidine,79-55-0,F06,L1021-24,155.28,DMSO,C10H21N,CC1(CCCC(C)(N1C)C)C,≥29.7 mg/mL in DMSO; ≥27.6 mg/mL in EtOH; ≥25.2 mg/mL in H2O,,Neurological Disease,Others,ganglion blocking agent,https://www.apexbt.com/search.php?catalog=C7049,1
2083,C7054,Hydroquinine,522-66-7,F07,L1021-24,326.43,DMSO,C20H26N2O2,COC1=CC=C2N=CC=C([C@@H](O)[C@H]3[N@](C4)CC[C@H]([C@H]4CC)C3)C2=C1,≥52.5 mg/mL in DMSO; ≥27.25 mg/mL in EtOH; insoluble in H2O,,Others,Others,cinchona alkaloid,https://www.apexbt.com/search.php?catalog=C7054,1
2084,C7059,Olivetol,500-66-3,F08,L1021-24,180.24,DMSO,C11H16O2,OC1=CC(O)=CC(CCCCC)=C1,≥34.4 mg/mL in DMSO; ≥33.1 mg/mL in EtOH; insoluble in H2O,,GPCR & G Protein,Cannabinoid Receptor,competitive inhibitors of cannabinoid receptors CB1 and CB2,https://www.apexbt.com/search.php?catalog=C7059,1
2085,C7068,Clonixin,17737-65-4,F09,L1021-24,262.69,DMSO,C13H11ClN2O2,O=C(O)C1=CC=CN=C1NC2=CC=CC(Cl)=C2C,≥50 mg/mL in DMSO; ≥8 mg/mL in EtOH with ultrasonic; insoluble in H2O,,Immunology & Inflammation,Immunology & Inflammation related,"non-steroidal anti-inflammatory drugs, NSAIDs",https://www.apexbt.com/search.php?catalog=C7068,1
2086,C7074,Hodostin,51-60-5,F10,L1021-24,334.39,DMSO,C13H22N2O6S,C[N+](C)(C1=CC=CC(OC(N(C)C)=O)=C1)C.O=S(OC)([O-])=O,≥46.6 mg/mL in DMSO; ≥28.1 mg/mL in EtOH; ≥52.1 mg/mL in H2O,,Neuronal Signaling,AChR,acetylcholinesterase (AChE) reversible inhibitor for the treatment of myasthenia gravis,https://www.apexbt.com/search.php?catalog=C7074,1
2087,C7080,Hydroxylammonium chloride,5470-11-1,F11,L1021-24,69.49,DMSO,ClH4NO,NO.Cl,≥10.6 mg/mL in DMSO; ≥11 mg/mL in EtOH; ≥11.6 mg/mL in H2O,,Others,Others,selective monoamine oxidase (MAO) inhibitor,https://www.apexbt.com/search.php?catalog=C7080,1
2088,C7081,Bromisoval,496-67-3,G01,L1021-24,223.07,DMSO,C6H11BrN2O2,CC(C(C(NC(N)=O)=O)Br)C,≥36.7 mg/mL in DMSO; ≥40.6 mg/mL in EtOH; insoluble in H2O,,Others,Others,sedative and hypnotic,https://www.apexbt.com/search.php?catalog=C7081,1
2089,C7082,Ensulizole,27503-81-7,G02,L1021-24,274.3,DMSO,C13H10N2O3S,O[S](=O)(=O)C1=CC2=C(C=C1)N=C([NH]2)C3=CC=CC=C3,≥48.1 mg/mL in DMSO; insoluble in EtOH; insoluble in H2O,Free Base,Immunology & Inflammation,ROS,sulphonated UV absorber,https://www.apexbt.com/search.php?catalog=C7082,1
2090,C7083,DL-Methionine,59-51-8,G03,L1021-24,149.21,H2O,C5H11NO2S,NC(C(O)=O)CCSC,Insoluble in DMSO; insoluble in EtOH; ≥8.7 mg/mL in H2O with ultrasonic,,Others,Others,sulphur-containing essential amino acids with oxidative stress defence,https://www.apexbt.com/search.php?catalog=C7083,1
2091,C7093,Choline bitartrate,87-67-2,G04,L1021-24,253.25,DMSO,C9H19NO7,OCC[N+](C)(C)C.O=C([C@@H]([C@H](C(O)=O)O)O)[O-],≥8.7 mg/mL in DMSO; ≥9.5 mg/mL in EtOH with ultrasonic; ≥46.9 mg/mL in H2O,,Others,Others,acetylcholine precursor,https://www.apexbt.com/search.php?catalog=C7093,1
2092,C7095,Diazolidinyl urea,78491-02-8,G05,L1021-24,278.22,DMSO,C8H14N4O7,O=C(N(CO)C(N(C1=O)CO)C(N1CO)=O)NCO,≥49.9 mg/mL in DMSO; insoluble in EtOH; ≥48.4 mg/mL in H2O,,Microbiology,Anti-infection,broad-spectrum preservatives,https://www.apexbt.com/search.php?catalog=C7095,1
2093,C7097,(1S)-(-)-α-Pinene,7785-26-4,G06,L1021-24,136.23,DMSO,C10H16,CC1([C@]2(CC=C([C@@]1(C2)[H])C)[H])C,≥20 mg/mL in DMSO; ≥20.7 mg/mL in EtOH; ≥19.8 mg/mL in H2O,,Others,Others,monoterpenoid,https://www.apexbt.com/search.php?catalog=C7097,1
2094,C7098,Isoeugenol,97-54-1,G07,L1021-24,164.2,DMSO,C10H12O2,OC1=CC=C(C=C1OC)/C=C/C,≥21.7 mg/mL in DMSO; ≥32 mg/mL in EtOH; insoluble in H2O,,Microbiology,Anti-infection,"a component of the essential oils of cinnamon, clove and nutmeg with antibacterial activity",https://www.apexbt.com/search.php?catalog=C7098,1
2095,C7099,Dichlorophen,97-23-4,G08,L1021-24,269.12,DMSO,C13H10Cl2O2,OC1=CC=C(C=C1CC2=CC(Cl)=CC=C2O)Cl,≥46.1 mg/mL in DMSO; ≥43.6 mg/mL in EtOH; insoluble in H2O,,Others,VDR,anti-cestode compound,https://www.apexbt.com/search.php?catalog=C7099,1
2096,C7101,L-Glutamic acid monosodium salt,142-47-2,G09,L1021-24,169.11,H2O,C5H8NNaO4,O=C(O[Na])CC[C@H](N)C(O)=O,Insoluble in DMSO; insoluble in EtOH; ≥27.9 mg/mL in H2O,,Others,Others,"Agonist of all subtypes of glutamate receptors (metabotropic erythropoietin,AMPA and NMDA)",https://www.apexbt.com/search.php?catalog=C7101,1
2097,C7104,Etofylline,519-37-9,G10,L1021-24,224.22,DMSO,C9H12N4O3,O=C(N(C1=C(C2=O)N(C=N1)CCO)C)N2C,≥44.9 mg/mL in DMSO; ≥6.93 mg/mL in EtOH with ultrasonic; ≥43.6 mg/mL in H2O,,Others,Others,"bronchodilators, anti-cholesterol drug",https://www.apexbt.com/search.php?catalog=C7104,1
2098,C7106,Herniarin,531-59-9,G11,L1021-24,176.17,DMSO,C10H8O3,O=C1C=CC2=CC=C(C=C2O1)OC,≥29.1 mg/mL in DMSO; ≥6.14 mg/mL in EtOH with ultrasonic; insoluble in H2O,,Others,Others,a natural coumarin-like compound with anti-tumour effects,https://www.apexbt.com/search.php?catalog=C7106,1
2099,C7112,Chlorhexidine diacetate,56-95-1,H01,L1021-24,625.55,DMSO,C26H38Cl2N10O4,N=C(NC(NCCCCCCNC(NC(NC1=CC=C(Cl)C=C1)=N)=N)=N)NC2=CC=C(Cl)C=C2.CC(O)=O.CC(O)=O,≥48.7 mg/mL in DMSO; ≥44.4 mg/mL in EtOH; ≥8.5 mg/mL in H2O with ultrasonic,,Microbiology,Anti-infection,disinfectants and topical anti-infectives,https://www.apexbt.com/search.php?catalog=C7112,1
2100,C7116,2-Aminoethanethiol,60-23-1,H02,L1021-24,77.15,DMSO,C2H7NS,NCCS,≥4.27mg/mL in DMSO with ultrasonic; ≥4.3 mg/mL in EtOH with ultrasonic; ≥14.6 mg/mL in H2O,,Others,Others,radioprotectants,https://www.apexbt.com/search.php?catalog=C7116,1
2101,C7117,D-Pantothenate sodium,867-81-2,H03,L1021-24,241.22,DMSO,C9H16NNaO5,OCC(C)(C)[C@@H](O)C(NCCC(O[Na])=O)=O,≥7.32mg/mL in DMSO with ultrasonic; ≥7.57 mg/mL in EtOH with ultrasonic; ≥41.6 mg/mL in H2O,,Metabolism,Vitamin,Vitamin B5 derivatives,https://www.apexbt.com/search.php?catalog=C7117,1
2102,C7118,2-Hydroxybenzyl alcohol,90-01-7,H04,L1021-24,124.14,DMSO,C7H8O2,OCC1=CC=CC=C1O,≥22.3 mg/mL in DMSO; ≥23.9 mg/mL in EtOH; ≥7.47 mg/mL in H2O with ultrasonic,,Others,Others,"intermediates for fragrances, pesticides and pharmaceuticals",https://www.apexbt.com/search.php?catalog=C7118,1
2103,C7119,D-Phenylalanine,673-06-3,H05,L1021-24,165.19,H2O,C9H11NO2,N[C@@H](C(O)=O)CC1=CC=CC=C1,Insoluble in DMSO; insoluble in EtOH; ≥5.3 mg/mL in H2O with ultrasonic,,Others,Others,inhibitors of endorphinase and enkephalinase,https://www.apexbt.com/search.php?catalog=C7119,1
2104,C7122,"2,4-Dichlorobenzyl alcohol",1777-82-8,H06,L1021-24,177.03,DMSO,C7H6Cl2O,OCC1=CC=C(C=C1Cl)Cl,≥34.4 mg/mL in DMSO; ≥32.3 mg/mL in EtOH; insoluble in H2O,,Microbiology,Anti-infection,preservative,https://www.apexbt.com/search.php?catalog=C7122,1
2105,C7123,Penicillin V potassium salt,132-98-9,H07,L1021-24,388.48,DMSO,C16H17KN2O5S,O=C([C@H](N1C2=O)C(C)(S[C@@]1([C@@H]2NC(COC3=CC=CC=C3)=O)[H])C)O[K],≥11.04mg/mL in DMSO with ultrasonic; insoluble in EtOH; ≥55.5 mg/mL in H2O,,Microbiology,Anti-infection,oral active antibiotic,https://www.apexbt.com/search.php?catalog=C7123,1
2106,C7124,Benzylpenicillin potassium,113-98-4,H08,L1021-24,372.48,DMSO,C16H17KN2O4S,O=C(O[K])[C@H](N1C2=O)C(C)(S[C@@]1([C@@H]2NC(CC3=CC=CC=C3)=O)[H])C,≥15.6mg/mL in DMSO with ultrasonic; insoluble in EtOH; ≥48.9 mg/mL in H2O,,Microbiology,Anti-infection,broad-spectrum penicillin antibiotics,https://www.apexbt.com/search.php?catalog=C7124,1
2107,C7129,D-Ribose,50-69-1,H09,L1021-24,150.13,DMSO,C5H10O5,O=C[C@H](O)[C@H](O)[C@H](O)CO,≥28.6 mg/mL in DMSO; ≥12.4 mg/mL in EtOH; ≥27.9 mg/mL in H2O,,Others,Others,"energy booster, ATP sugar component",https://www.apexbt.com/search.php?catalog=C7129,1
2108,C7137,(S)-(+)-Carvone,2244-16-8,H10,L1021-24,150.22,DMSO,C10H14O,C=C(C)[C@](CC=C1C)([H])CC1=O,≥23.4 mg/mL in DMSO; ≥22.7 mg/mL in EtOH; insoluble in H2O,,Others,Others,monoterpene,https://www.apexbt.com/search.php?catalog=C7137,1
2109,C7150,Uridine triacetate,4105-38-8,H11,L1021-24,370.31,DMSO,C15H18N2O9,O=C1NC(C=CN1[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)=O,≥60.7 mg/mL in DMSO; ≥9.92 mg/mL in EtOH with ultrasonic; ≥9.37 mg/mL in H2O with ultrasonic,,Others,Others,orally active precursor drug to the natural nucleoside uridine,https://www.apexbt.com/search.php?catalog=C7150,1
2110,C7152,Gastrodenol,57644-54-9,A01,L1021-25,704.47,H2O,C12H10BiK3O14,O=C([O-])CC(C([O-])=O)(CC([O-])=O)O.O=C([O-])CC(C([O-])=O)(CC([O-])=O)O.[K+].[Bi+3].[K+].[K+],Insoluble in DMSO; insoluble in EtOH; ≥57.9 mg/mL in H2O,,Others,Others,drugs for upper intestinal ulcers and gastric ulcers,https://www.apexbt.com/search.php?catalog=C7152,1
2111,C7153,L-Xylose,609-06-3,A02,L1021-25,150.13,DMSO,C5H10O5,O=C[C@@H](O)[C@H](O)[C@@H](O)CO,≥27.5 mg/mL in DMSO; ≥3.73 mg/mL in EtOH with ultrasonic; ≥22.2 mg/mL in H2O,,Others,Others,the levulose structure of monosaccharide xylose,https://www.apexbt.com/search.php?catalog=C7153,1
2112,C7157,Amodiaquine hydrochloride,69-44-3,A03,L1021-25,428.78,DMSO,C20H24Cl3N3O,OC1=CC=C(C=C1CN(CC)CC)NC2=CC=NC3=CC(Cl)=CC=C23.Cl.Cl,≥55.5 mg/mL in DMSO; ≥16.8 mg/mL in EtOH with ultrasonic; ≥16.47 mg/mL in H2O with ultrasonic,,Immunology,HnMT,HnMT inhibitor; 4-Aminoquinoline antimalarials,https://www.apexbt.com/search.php?catalog=C7157,1
2113,C7161,DL-Arginine,7200-25-1,A04,L1021-25,174.2,H2O,C6H14N4O2,NC(C(O)=O)CCCNC(N)=N,Insoluble in DMSO; insoluble in EtOH; ≥26.2 mg/mL in H2O,,Others,Others,α-amino acid,https://www.apexbt.com/search.php?catalog=C7161,1
2114,C7165,(-)-Fenchone,7787-20-4,A05,L1021-25,152.23,DMSO,C10H16O,O=C1[C@@]2(C)C[C@@]([H])(C1(C)C)CC2,≥29.2 mg/mL in DMSO; ≥27.9 mg/mL in EtOH; ≥28.9 mg/mL in H2O,,Others,Others,"bicyclic monoterpenoids, components of absinthe and aniseed essential oils",https://www.apexbt.com/search.php?catalog=C7165,1
2115,C7178,Sodium ferulic,24276-84-4,A06,L1021-25,216.17,DMSO,C10H9NaO4,O=C(/C=C/C1=CC=C(C(OC)=C1)O)O[Na],≥34.7 mg/mL in DMSO; ≥3.32 mg/mL in EtOH with ultrasonic; ≥10.47 mg/mL in H2O with ultrasonic,,Others,Thrombin,fibroblast growth factor receptor (FGFR) inhibitor,https://www.apexbt.com/search.php?catalog=C7178,1
2116,C7191,Cholic acid sodium,361-09-1,A07,L1021-25,430.55,DMSO,C24H39NaO5,C[C@@H]([C@@]1([H])CC[C@]2([C@@]3([C@@H](C[C@@]4(C[C@@H](CC[C@@]4([C@]3(C[C@@H]([C@@]21C)O)[H])C)O)[H])O)[H])[H])CCC(O[Na])=O,≥56.1 mg/mL in DMSO; ≥2.45 mg/mL in EtOH with ultrasonic; ≥47 mg/mL in H2O,,Others,Others,bile salts of bile acids produced by the liver,https://www.apexbt.com/search.php?catalog=C7191,1
2117,C7192,Kojic acid,501-30-4,A08,L1021-25,142.11,DMSO,C6H6O4,O=C1C=C(OC=C1O)CO,≥25.7 mg/mL in DMSO; ≥7.57 mg/mL in EtOH with ultrasonic; ≥25.3 mg/mL in H2O,,Proteases,Tyrosinase,Aspergillus oryzae metabolite; also used in the production of food additives,https://www.apexbt.com/search.php?catalog=C7192,1
2118,C7193,Pralidoxime chloride,51-15-0,A09,L1021-25,172.61,DMSO,C7H9ClN2O,C[N+]1=CC=CC=C1/C=N/O.[Cl-],≥6.34mg/mL in DMSO with ultrasonic; ≥6.32 mg/mL in EtOH with ultrasonic; ≥29.1 mg/mL in H2O,,Neuronal Signaling,AChR,"Oximes, reactivators of acetylcholinesterase (AChE)",https://www.apexbt.com/search.php?catalog=C7193,1
2119,C7195,Propyphenazone (4-Isopropylantipyrine),479-92-5,A10,L1021-25,230.31,DMSO,C14H18N2O,O=C1N(N(C(C)=C1C(C)C)C)C2=CC=CC=C2,≥37.5 mg/mL in DMSO; ≥32.8 mg/mL in EtOH; insoluble in H2O,,immunology/Inflammation,COX,Cyclooxygenase-2 (COX-2) selective inhibitor,https://www.apexbt.com/search.php?catalog=C7195,1
2120,M1162,"1,2-propanediol",57-55-6,A11,L1021-25,76.09,DMSO,C3H8O2,CC(O)CO,≥11.5 mg/mL in DMSO; ≥10.8 mg/mL in EtOH; ≥11.1 mg/mL in H2O,free base,,,,https://www.apexbt.com/search.php?catalog=M1162,1
2121,M1180,xanthine,69-89-6,B01,L1021-25,152.11,DMSO,C5H4N4O2,O=C1NC(=O)C2=C(N1)N=C[NH]2,insoluble in H2O; insoluble in EtOH; ≥1.17 mg/mL in DMSO with gentle warming and ultrasonic,free base,,,,https://www.apexbt.com/search.php?catalog=M1180,1
2122,M1184,gentisate,490-79-9,B02,L1021-25,154.12,DMSO,C7H6O4,OC(=O)C1=C(O)C=CC(=C1)O,insoluble in H2O; ≥50.7 mg/mL in DMSO; ≥52.4 mg/mL in EtOH,free base,,,,https://www.apexbt.com/search.php?catalog=M1184,1
2123,M1191,hippurate,495-69-2,B03,L1021-25,179.17,DMSO,C9H9NO3,O=C(O)CNC(C1=CC=CC=C1)=O,insoluble in H2O; ≥26.25 mg/mL in EtOH with ultrasonic; ≥53.8 mg/mL in DMSO,,Others,Others,,https://www.apexbt.com/search.php?catalog=M1191,1
2124,M1199,galactose,59-23-4,B04,L1021-25,180.16,H2O,C6H12O6,OCC1OC(O)C(O)C(O)C1O,insoluble in EtOH; ≥11.2 mg/mL in DMSO with ultrasonic; ≥18 mg/mL in H2O,free base,,,,https://www.apexbt.com/search.php?catalog=M1199,1
2125,M1200,glucuronate,6556-12-3,B05,L1021-25,194.14,DMSO,C6H10O7,O=C[C@@](O)([H])[C@](O)([H])[C@@](O)([H])[C@@](O)([H])C(O)=O,insoluble in EtOH; ≥53.7 mg/mL in H2O; ≥8.66 mg/mL in DMSO,,Others,Others,,https://www.apexbt.com/search.php?catalog=M1200,1
2126,M1201,lactose,63-42-3,B06,L1021-25,342.3,DMSO,C12H22O11,OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C=O,insoluble in EtOH; insoluble in DMSO; ≥49.4 mg/mL in H2O,free base,,,,https://www.apexbt.com/search.php?catalog=M1201,1
2127,M1202,sucrose,57-50-1,B07,L1021-25,342.3,H2O,C12H22O11,OC[C@]1([H])[C@](O)([H])[C@@](O)([H])[C@](O)([H])[C@](O[C@]2([C@](O)([H])[C@@](O)([H])[C@@](O2)([H])CO)CO)([H])O1,insoluble in EtOH; ≥17.9 mg/mL in DMSO with gentle warming and ultrasonic; ≥36.4 mg/mL in H2O,,Metabolism,Endogenous Metabolite,,https://www.apexbt.com/search.php?catalog=M1202,1
2128,M1214,mannose,3458-28-4,B08,L1021-25,180.16,DMSO,C6H12O6,OCC1OC(O)C(O)C(O)C1O,insoluble in EtOH; ≥45.5 mg/mL in DMSO; ≥62.6 mg/mL in H2O,Free Base,,,,https://www.apexbt.com/search.php?catalog=M1214,1
2129,M1226,cis-aconitate,585-84-2,B09,L1021-25,174.11,DMSO,C6H6O6,O=C(O)/C([H])=C(C(O)=O)/CC(O)=O,≥45.1 mg/mL in H2O; ≥49 mg/mL in EtOH; ≥55.2 mg/mL in DMSO,,Others,Others,,https://www.apexbt.com/search.php?catalog=M1226,1
2130,M1276,adipate,124-04-9,B10,L1021-25,146.14,DMSO,C6H10O4,OC(=O)CCCCC(O)=O,insoluble in H2O; ≥20.95 mg/mL in EtOH; ≥56 mg/mL in DMSO,Free Base,,,,https://www.apexbt.com/search.php?catalog=M1276,1
2131,M1278,fumarate,110-17-8,B11,L1021-25,116.07,DMSO,C4H4O4,OC(=O)\C=C\C(O)=O,insoluble in H2O; ≥21.67 mg/mL in EtOH with ultrasonic; ≥64.9 mg/mL in DMSO,free base,,,,https://www.apexbt.com/search.php?catalog=M1278,1
2132,M1279,maleate,110-16-7,C01,L1021-25,116.07,DMSO,C4H4O4,OC(=O)\C=C/C(O)=O,≥15.43 mg/mL in EtOH; ≥27.95 mg/mL in DMSO; ≥28.85 mg/mL in H2O,Free Base,,,,https://www.apexbt.com/search.php?catalog=M1279,1
2133,M1280,oxalate,144-62-7,C02,L1021-25,90.03,H2O,C2H2O4,OC(=O)C(O)=O,≥21.2 mg/mL in H2O; ≥21.6 mg/mL in DMSO; ≥25.6 mg/mL in EtOH,free base,Others,NOS2,Inhibition of nitric oxide (NO) production induced by interferon-gamma (IFN-gamma) in mouse macrophages,https://www.apexbt.com/search.php?catalog=M1280,1
2134,M1301,azelate (nonanedioate),123-99-9,C03,L1021-25,188.22,DMSO,C9H16O4,O=C(O)CCCCCCCC(O)=O,insoluble in H2O; ≥21.25 mg/mL in EtOH with ultrasonic; ≥25.7 mg/mL in DMSO with ultrasonic,,Microbiology & Virology,Anti-infection,,https://www.apexbt.com/search.php?catalog=M1301,1
2135,M1303,caprate (10:0),334-48-5,C04,L1021-25,172.26,DMSO,C10H20O2,CCCCCCCCCC(O)=O,insoluble in H2O; ≥44 mg/mL in EtOH; ≥44.5 mg/mL in DMSO,free base,,,,https://www.apexbt.com/search.php?catalog=M1303,1
2136,M1324,pelargonate (9:0),112-05-0,C05,L1021-25,158.24,DMSO,C9H18O2,CCCCCCCCC(O)=O,≥42.1 mg/mL in H2O; ≥49 mg/mL in DMSO; ≥51.9 mg/mL in EtOH,free base,,,,https://www.apexbt.com/search.php?catalog=M1324,1
2137,M1325,sebacate (decanedioate),111-20-6,C06,L1021-25,202.25,DMSO,C10H18O4,OC(=O)CCCCCCCCC(O)=O,insoluble in H2O; ≥25.8 mg/mL in EtOH; ≥42.2 mg/mL in DMSO,free base,,,,https://www.apexbt.com/search.php?catalog=M1325,1
2138,M1354,glycolate (hydroxyacetate),79-14-1,C07,L1021-25,76.05,DMSO,C2H4O3,OCC(O)=O,≥28.8 mg/mL in EtOH with ultrasonic; ≥48.3 mg/mL in H2O; ≥53.5 mg/mL in DMSO,free base,,,,https://www.apexbt.com/search.php?catalog=M1354,1
2139,M1355,lactate,79-33-4,C08,L1021-25,90.08,H2O,C3H6O3,CC(O)C(O)=O,≥44.5 mg/mL in DMSO; ≥64.6 mg/mL in EtOH; ≥9 mg/mL in H2O,free base,,,,https://www.apexbt.com/search.php?catalog=M1355,1
2140,M1361,pyruvate,127-17-3,C09,L1021-25,88.06,H2O,C3H4O3,CC(=O)C(O)=O,≥43 mg/mL in EtOH; ≥55.2 mg/mL in DMSO; ≥8.8 mg/mL in H2O,Free Base,Metabolism,Endogenous Metabolite,"Pyruvic acid is an intermediate metabolite in the metabolism of carbohydrates, proteins, and fats.",https://www.apexbt.com/search.php?catalog=M1361,1
2141,M1375,histamine,51-45-6,C10,L1021-25,111.15,H2O,C5H9N3,NCCC1=CN=CN1,≥11.1 mg/mL in H2O; ≥12.75 mg/mL in DMSO; ≥24.7 mg/mL in EtOH,,Neuroscience,Histamine Receptor,,https://www.apexbt.com/search.php?catalog=M1375,1
2142,M1376,thiamine,59-43-8,C11,L1021-25,300.81,H2O,C12H17ClN4OS,CC([N+](CC(C1=N)=CN=C(N1)C)=CS2)=C2CCO.[Cl-],insoluble in EtOH; ≥15.05 mg/mL in DMSO with gentle warming and ultrasonic; ≥60 mg/mL in H2O,,Others,Others,,https://www.apexbt.com/search.php?catalog=M1376,1
2143,M1387,alpha-tocopherol,59-02-9,D01,L1021-25,430.71,DMSO,C29H50O2,CC(CCC[C@@](CCC[C@@](CCC[C@@]1(CCC2=C(C(O)=C(C(C)=C2O1)C)C)C)([H])C)([H])C)C,insoluble in H2O; ≥86 mg/mL in DMSO; ≥92.4 mg/mL in EtOH,,Neuroscience,"COX,VEGFR",,https://www.apexbt.com/search.php?catalog=M1387,1
2144,M1391,guanosine,118-00-3,D02,L1021-25,283.24,DMSO,C10H13N5O5,NC1=NC2=C(N=C[N]2C3OC(CO)C(O)C3O)C(=O)N1,insoluble in H2O; insoluble in EtOH; ≥49.1 mg/mL in DMSO,free base,,,,https://www.apexbt.com/search.php?catalog=M1391,1
2145,M1396,cytosine,71-30-7,D03,L1021-25,111.1,DMSO,C4H5N3O,NC1=NC(=O)NC=C1,insoluble in EtOH; insoluble in H2O; ≥11.64 mg/mL in DMSO with ultrasonic,free base,,,,https://www.apexbt.com/search.php?catalog=M1396,1
2146,M1407,UMP,58-97-9,D04,L1021-25,324.18,DMSO,C9H13N2O9P,OC1C(O)C(OC1CO[P](O)(O)=O)N2C=CC(=O)NC2=O,insoluble in EtOH; ≥25.95 mg/mL in H2O; ≥33.2 mg/mL in DMSO with ultrasonic,Free Base,,,,https://www.apexbt.com/search.php?catalog=M1407,1
2147,M1425,cortisone,53-06-5,D05,L1021-25,360.44,DMSO,C21H28O5,CC12CCC(=O)C=C1CCC3C4CCC(O)(C(=O)CO)C4(C)CC(=O)C23,insoluble in H2O; ≥59.5 mg/mL in DMSO; ≥6.3 mg/mL in EtOH with ultrasonic,Free Base,,,,https://www.apexbt.com/search.php?catalog=M1425,1
2148,M1482,D-(−)-Fructose,57-48-7,D06,L1021-25,180.16,DMSO,C6H12O6,OC[C@](O)([H])[C@](O)([H])[C@@](O)([H])C(CO)=O,insoluble in EtOH; ≥18.67 mg/mL in H2O; ≥19.87 mg/mL in DMSO,,Others,Others,,https://www.apexbt.com/search.php?catalog=M1482,1
2149,N1114,Puerarin,3681-99-0,D07,L1021-25,416.38,DMSO,C21H20O9,OC1C(OC(C(C(OC=C(C(C=C2)=CC=C2O)C3=O)=C3C=C4)=C4O)C(O)C1O)CO,≥10.26 mg/mL in EtOH with ultrasonic; ≥76.4 mg/mL in DMSO,,Natural Products,,,https://www.apexbt.com/search.php?catalog=N1114,1
2150,N1115,Neohesperidin,13241-33-3,D08,L1021-25,610.56,DMSO,C28H34O15,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,insoluble in H2O; insoluble in EtOH; ≥42.1 mg/mL in DMSO,,Natural Products,ROS,"Neohesperidin, a flavanone glycoside found in citrus fruits, is an antioxidant agent.",https://www.apexbt.com/search.php?catalog=N1115,1
2151,N1272,Geniposidic acid,27741-01-1,D09,L1021-25,374.34,DMSO,C16H22O10,C1C=C(C2C1C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)O)CO,≥11.04 mg/mL in EtOH with ultrasonic; ≥14.2 mg/mL in DMSO; ≥26.3 mg/mL in H2O,Free Base,Natural Products,Immunology & Inflammation related,,https://www.apexbt.com/search.php?catalog=N1272,1
2152,N1289,Vindoline,2182-14-1,D10,L1021-25,456.53,DMSO,C25H32N2O6,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=C4C=CC(=C5)OC)C,≥45.7 mg/mL in DMSO; insoluble in H2O; ≥10.08 mg/mL in EtOH with ultrasonic,,Natural Products,Microtubule Associated,,https://www.apexbt.com/search.php?catalog=N1289,0
2153,N1304,5-Methoxypsoralen,484-20-8,D11,L1021-25,216.19,DMSO,C12H8O4,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,insoluble in H2O; insoluble in EtOH; ≥8.95 mg/mL in DMSO,Free Base,Natural Products,DNA/RNA Synthesis,,https://www.apexbt.com/search.php?catalog=N1304,1
2154,N1305,8-Methoxypsoralen,298-81-7,E01,L1021-25,216.19,DMSO,C12H8O4,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,insoluble in H2O; insoluble in EtOH; ≥6.5 mg/mL in DMSO ,Free Base,Natural Products,P450 (e.g. CYP17),CYP inhibitor,https://www.apexbt.com/search.php?catalog=N1305,1
